Timestamp,Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
2023/5/8 12:48:59,Patliputra Colony,25.73042588285194,85.05472265472466,-88.57732051,0,2.678043916668412,147.39495158492974,LTE,-86.40428313,-93.67741648,-90.65638917
2023/5/8 12:52:06,Rajendra Nagar,25.66372193628579,85.28644235291345,-90.84672154,0,73.12135981370952,33.57444207984299,5G,-93.03941217,-99.01193598,-93.30591235
2023/5/8 12:55:13,Danapur,25.62917323842197,85.11112745026234,-94.17616395,0,1.8836971390226491,104.71395736287327,LTE,-93.99993569,-100.1976154,-93.11838391
2023/5/8 12:58:21,Pataliputra,25.559166046695132,85.26507485258186,-95.53584386,0,52.69536286615575,21.53924168934911,5G,-96.00112149,-101.7423264,-96.01201326
2023/5/8 13:01:28,Kankarbagh,25.478685832780993,85.1373304036451,-81.60596352,0,9.698990711978583,78.69615134348248,4G,-85.01847159,-89.01825449,-82.23125984
2023/5/8 13:04:35,Kidwaipuri,25.462695310739857,85.20781073010242,-95.46269174,0,3.2441448289992216,51.95512176711217,4G,-90.96969887,-100.638322,-98.29623838
2023/5/8 13:07:42,Ashok Rajpath,25.66943659977363,85.023632807745,-101.1491557,0,1.0231464129789176,156.80395025367562,LTE,-104.9017249,-107.3259145,-102.6027294
2023/5/8 13:10:49,Boring Road,25.632557826532302,85.28382755414201,-90.79619713,0,5.901846872035735,50.48939443531027,4G,-89.65258769,-100.1840606,-91.52479603
2023/5/8 13:13:57,Kumhrar,25.57343927304506,85.15962743193072,-101.7250438,0,58.78771140339151,20.313111173870475,5G,-104.0534866,-108.6207398,-99.05763852
2023/5/8 13:17:04,Kumhrar,25.697584061826998,85.0965497885603,-95.08996854,0,5.342485911244948,95.34044824183512,4G,-99.34164219,-104.8411996,-97.32514641
2023/5/8 13:20:11,Boring Canal Road,25.6021139440634,85.12369575232816,-99.42065831,0,61.37635878457021,12.381442621366023,5G,-94.8202099,-108.8710334,-102.0152351
2023/5/8 13:23:18,Exhibition Road,25.72350501680215,85.03483857385018,-82.06170894,0,2.8847457430050296,155.16523238192357,3G,0,0,0
2023/5/8 13:26:25,Phulwari Sharif,25.54833782519196,85.1347606852703,-91.8857528,0,9.341072541517605,99.68691441621935,4G,-92.66721313,-101.0515201,-93.16777712
2023/5/8 13:29:33,Danapur,25.45646695290883,85.07953750746627,-94.37981997,0,2.7483487380873997,105.05168895598423,LTE,-95.13506436,-103.4674916,-97.25062437
2023/5/8 13:32:40,Kumhrar,25.534066561976594,85.03737402074972,-83.33280414,0,2.5650646975407945,147.21481505087797,LTE,-88.07527147,-89.47725209,-85.83976425
2023/5/8 13:35:47,Rajendra Nagar,25.655144362770937,85.22244209882416,-98.32375402,0,2.6590883236239535,125.2801866447123,LTE,-98.19560448,-104.8670383,-99.42130282
2023/5/8 13:38:54,Bankipore,25.660468184763854,85.11545747521974,-95.28317361,0,2.6906329591983718,172.881703277533,LTE,-94.48723163,-103.684388,-97.09520324
2023/5/8 13:42:01,Bailey Road,25.63258594659247,85.0001280951056,-79.18542859,0,2.0760095697695675,185.8449712053312,3G,0,0,0
2023/5/8 13:45:09,Boring Road,25.573054703868852,85.1088592426554,-94.8146305,0,5.130235432678073,82.17105326487939,4G,-95.4890181,-100.8208624,-93.25189007
2023/5/8 13:48:16,Bankipore,25.686517995658345,85.14654039653941,-84.69351344,0,2.9569062964286523,145.45754588936472,LTE,-81.47180003,-90.85027426,-83.41135516
2023/5/8 13:51:23,Kumhrar,25.475254996226255,85.12176707787104,-97.72439442,0,69.60974970736206,48.26648322979078,5G,-96.83741488,-107.3992021,-97.76705101
2023/5/8 13:54:30,Gardanibagh,25.490130368419837,85.28325103814475,-80.84144344,0,2.150716590052478,131.8137219240821,LTE,-80.60248841,-88.37615454,-82.33595215
2023/5/8 13:57:38,Exhibition Road,25.508092026462073,85.26130992580046,-93.72571119,0,7.722924057551397,68.92245506506907,4G,-96.72596996,-99.36620389,-91.1927789
2023/5/8 14:00:45,Phulwari Sharif,25.569296820417673,85.29916881240598,-103.1621677,0,26.66650942910293,46.35256172905257,5G,-104.0519237,-108.9123533,-104.6667485
2023/5/8 14:03:52,Boring Canal Road,25.73279733577542,85.08337857979312,-89.37689418,0,9.774405133508939,96.02614888030426,4G,-90.78050936,-95.47774665,-86.84898759
2023/5/8 14:06:59,Anisabad,25.534652092584146,85.06235655301678,-90.15982576,0,2.5073917852695082,190.94281989890067,3G,0,0,0
2023/5/8 14:10:06,Rajendra Nagar,25.510504706598237,85.05589202137982,-101.6685359,0,9.922012823138337,79.47368566312197,4G,-103.3941799,-107.1677915,-102.7952461
2023/5/8 14:13:14,Phulwari Sharif,25.59633248328392,85.16255948944891,-84.96757488,0,8.497589801977625,50.79985735203705,4G,-89.49116545,-92.21837928,-82.00102075
2023/5/8 14:16:21,Bankipore,25.679558458436436,85.02538924000653,-98.0134663,0,37.58995617633637,19.884906176851125,5G,-98.86669778,-106.4244632,-96.03951224
2023/5/8 14:19:28,Phulwari Sharif,25.646539889623288,85.24336484552717,-90.30780806,0,8.256795593021884,59.2963973124241,4G,-94.21113767,-99.93356381,-91.06348709
2023/5/8 14:22:35,S.K. Puri,25.693174470650415,85.18628223707924,-82.35290073,0,1.6054293300475413,175.39834102251663,3G,0,0,0
2023/5/8 14:25:42,Patliputra Colony,25.754573880863333,85.07909992876401,-95.40044122,0,19.421209363400493,47.9934352708503,5G,-98.57586635,-103.328644,-97.10949942
2023/5/8 14:28:50,Danapur,25.58036920653401,85.15737839853657,-87.93583977,0,1.842399379786097,128.89622473442392,LTE,-88.84137812,-95.81665234,-86.9397148
2023/5/8 14:31:57,Patliputra Colony,25.5069210292353,85.2828318242433,-81.95235749,0,1.7341607471855232,139.33168111187052,3G,0,0,0
2023/5/8 14:35:04,Pataliputra,25.680409478973584,85.12955307362907,-90.5174712,0,8.321477888460239,85.7005771638367,4G,-93.09964792,-100.1011129,-88.46647053
2023/5/8 14:38:11,Anisabad,25.661826450190805,85.24524035476588,-89.59981328,0,6.326231810487711,89.84907007536103,4G,-91.19319637,-95.0686686,-89.3308308
2023/5/8 14:41:18,Boring Road,25.71154569943178,85.21280605088164,-98.97877539,0,35.430687884724954,17.23723258968358,5G,-97.30175781,-106.0788166,-98.08812403
2023/5/8 14:44:26,Phulwari Sharif,25.70489622790563,85.09468046610715,-87.23399471,0,1.0577127330269613,151.24500388334616,3G,0,0,0
2023/5/8 14:47:33,Patliputra Colony,25.577376093497424,85.15858554497807,-85.12652832,0,1.1286505669648963,132.1529902514041,3G,0,0,0
2023/5/8 14:50:40,Bankipore,25.58394225255128,85.17666730099972,-82.78264404,0,2.933088780959075,182.2362119082713,3G,0,0,0
2023/5/8 14:53:47,Patliputra Colony,25.486601045890072,85.12948234709245,-90.29504177,0,1.5213367913352158,146.7130142763483,LTE,-87.52433185,-99.50374397,-92.55521653
2023/5/8 14:56:54,Rajendra Nagar,25.45793517504865,85.2276928249071,-99.41591285,0,78.32916823989251,34.61821807488086,5G,-97.26469607,-105.9895221,-101.610039
2023/5/8 15:00:02,Danapur,25.638696014908273,85.03915904097289,-87.86505311,0,2.2632803798500265,109.04536669903504,3G,0,0,0
2023/5/8 15:03:09,Bankipore,25.45520859040547,85.22252976651579,-92.11232256,0,8.365873592378117,79.10154598893173,4G,-87.96287627,-100.2881193,-89.21603261
2023/5/8 15:06:16,Bankipore,25.535167258301723,85.28710526464418,-90.89299849,0,97.87231896681753,14.712914104797377,5G,-94.46592179,-99.0486465,-88.87568366
2023/5/8 15:09:23,Fraser Road,25.71110036970454,85.08947713467887,-101.925617,0,78.3753509739351,37.386866468767586,5G,-104.2671616,-108.5887238,-99.37937667
2023/5/8 15:12:31,Boring Canal Road,25.665208894137457,85.15779875451798,-81.35739971,0,2.0060444258904013,119.72262870253026,3G,0,0,0
2023/5/8 15:15:38,Kankarbagh,25.64862762247299,85.19172429718778,-83.01532076,0,2.880338638116574,180.94636522830342,3G,0,0,0
2023/5/8 15:18:45,Fraser Road,25.632877406824047,84.97611285684472,-94.21454646,0,5.053264335056735,62.9312696243236,4G,-90.82522572,-103.2469602,-92.36385894
2023/5/8 15:21:52,Danapur,25.53285960616483,85.17395542173966,-89.7377851,0,9.234317818867686,97.06701756165856,4G,-89.77986087,-97.96492986,-90.25241101
2023/5/8 15:24:59,Danapur,25.47584846139534,85.03301771652445,-92.90354585,0,8.493363478875809,98.3688032799485,4G,-89.09873962,-100.6355692,-92.42643489
2023/5/8 15:28:07,Patliputra Colony,25.490448212937604,85.08920826819684,-84.96395298,0,2.3061935609458297,129.51433740457304,LTE,-81.74377948,-94.89313695,-85.54344512
2023/5/8 15:31:14,Fraser Road,25.624312328892962,85.16892699300182,-79.41825983,0,14.659064284785861,36.74091460143867,5G,-81.68686108,-89.31979022,-82.01963686
2023/5/8 15:34:21,Danapur,25.682019607463726,85.03539941310463,-87.78011388,0,2.983426147311124,123.65334513839463,LTE,-83.60221479,-97.43880689,-85.19417824
2023/5/8 15:37:28,Danapur,25.450888236810258,85.23077625046653,-94.7924088,0,51.20964119639008,19.70188232545641,5G,-96.49472863,-101.2641097,-97.73482368
2023/5/8 15:40:35,Kankarbagh,25.448281839582176,85.24015510648925,-91.98399771,0,7.127880922739775,54.50766997571989,4G,-94.16275231,-97.73562219,-94.91758294
2023/5/8 15:43:43,Danapur,25.560594741196795,85.1320053775016,-86.5056244,0,2.5554867089853843,166.53311421393244,3G,0,0,0
2023/5/8 15:46:50,Boring Canal Road,25.614833742457332,85.31369934510884,-96.1789683,0,1.9108013143278302,189.035750345491,LTE,-95.59151833,-101.5625841,-96.11551625
2023/5/8 15:49:57,Ashok Rajpath,25.632418365974267,85.2958977345038,-94.71132748,0,40.24793766137691,45.72416192223998,5G,-94.11898876,-100.9118458,-93.58852842
2023/5/8 15:53:04,Kidwaipuri,25.48271972555634,85.27757119678095,-92.69166339,0,3.645139891888177,94.69811127477007,4G,-89.14814772,-97.83735585,-91.4528697
2023/5/8 15:56:11,Danapur,25.630530069649797,85.09238605627104,-98.46766071,0,65.55633890644557,12.658476107309102,5G,-103.2452402,-106.2832961,-96.70621771
2023/5/8 15:59:19,Pataliputra,25.73387492402798,85.19320235741768,-100.8331433,0,54.297998030747365,45.81155425257621,5G,-96.08932366,-106.734133,-97.87706564
2023/5/8 16:02:26,Exhibition Road,25.555129705288174,85.29521713650627,-87.59872918,0,6.708145145750872,90.10960338084354,4G,-86.83919848,-92.80920275,-88.38199581
2023/5/8 16:05:33,Patliputra Colony,25.62586557138394,85.0181370357417,-95.9280568,0,11.030734368738154,20.82078223443476,5G,-100.0068882,-100.9368961,-95.3679998
2023/5/8 16:08:40,Ashok Rajpath,25.50864132655945,85.27044195649073,-83.42841682,0,2.6993347903048583,192.07632911573708,3G,0,0,0
2023/5/8 16:11:48,Kidwaipuri,25.520146787892724,85.2435431969955,-91.32666062,0,67.07277964938922,24.293894810488908,5G,-91.34268228,-98.12670648,-93.61010301
2023/5/8 16:14:55,Ashok Rajpath,25.768959166936938,85.16023871373102,-93.26026815,0,2.8444813074503577,171.82168284908232,LTE,-90.24744456,-100.3401519,-92.27900369
2023/5/8 16:18:02,S.K. Puri,25.492502954802774,85.19422740313479,-89.64049137,0,8.913784668604421,72.1477593507964,4G,-92.63073448,-96.67756849,-89.52479178
2023/5/8 16:21:09,Gardanibagh,25.556036169370657,84.97995024798732,-87.6032292,0,6.8727459816264105,80.1187753414047,4G,-85.28131547,-93.13914601,-88.11478946
2023/5/8 16:24:16,Rajendra Nagar,25.7010327030813,85.07319119588985,-84.08640905,0,3.295204643654235,73.43541497914916,4G,-80.65165574,-89.42978769,-83.13449103
2023/5/8 16:27:24,Exhibition Road,25.721611456486823,85.11460036114143,-94.47978108,0,9.18685064851929,59.407234392644256,4G,-94.25873655,-101.9197149,-93.8561073
2023/5/8 16:30:31,Danapur,25.691286804617242,85.1294059046876,-88.91526318,0,1.507271687282506,158.43032271304259,LTE,-85.78593636,-95.02928829,-90.83833899
2023/5/8 16:33:38,Anisabad,25.700969881122674,85.24304581153608,-88.63451093,0,32.57109055002889,28.42551086521709,5G,-92.02647639,-96.61350681,-91.54184028
2023/5/8 16:36:45,Boring Road,25.75724960343429,85.06806595415546,-89.57111005,0,2.5299790653363967,180.36652114133162,LTE,-86.22130872,-95.33498744,-90.09566349
2023/5/8 16:39:52,Bankipore,25.46880396411641,85.18491414047311,-86.06825802,0,2.345315906484479,178.61191744158506,3G,0,0,0
2023/5/8 16:43:00,Boring Canal Road,25.6654548975834,85.26622501479886,-88.2144597,0,3.6650209448637994,51.160615372523225,4G,-87.72772047,-97.09256043,-90.74098751
2023/5/8 16:46:07,Gandhi Maidan,25.61282131161438,85.26618719858757,-93.12512887,0,2.3675897882781207,129.330736282348,LTE,-97.23057073,-100.9985791,-92.44281569
2023/5/8 16:49:14,Patliputra Colony,25.460525215918935,85.24915240129091,-86.84063274,0,2.7171370718818775,174.39034319796983,LTE,-91.68710487,-93.42097611,-84.89268652
2023/5/8 16:52:21,Patliputra Colony,25.637308069302833,84.96742525073627,-89.96605464,0,3.550163383811967,86.68026468217862,4G,-86.04532092,-99.15096969,-88.61251318
2023/5/8 16:55:28,Anandpuri,25.57275954614519,84.9714847850374,-80.97753515,0,2.430789493231532,190.4660613024945,3G,0,0,0
2023/5/8 16:58:36,Anandpuri,25.727018547252133,85.22895593434063,-87.52101924,0,7.577141226679935,97.89264638784138,4G,-91.45735184,-93.28782108,-88.50853147
2023/5/8 17:01:43,Gardanibagh,25.51729226334197,85.19053900231562,-89.66201362,0,7.573424518111888,69.03842906976332,4G,-90.65387015,-97.15288771,-91.25930595
2023/5/8 17:04:50,Fraser Road,25.538498263556907,85.22197463967144,-94.02609948,0,29.624453789506195,40.58504126711472,5G,-95.90475633,-102.5579731,-97.02055622
2023/5/8 17:07:57,Kidwaipuri,25.528018968882762,85.04629025574903,-101.8597017,0,82.54258541052215,23.99477943070357,5G,-101.4341534,-109.7796159,-104.6413643
2023/5/8 17:11:05,Bailey Road,25.76400232439218,85.13739971892784,-81.74028429,0,2.553799311759166,155.15775023584555,3G,0,0,0
2023/5/8 17:14:12,Exhibition Road,25.468788727596294,85.12211891722477,-83.5994836,0,1.7520694191890887,145.71750275536186,LTE,-78.90781094,-93.43802852,-84.58770968
2023/5/8 17:17:19,Kidwaipuri,25.69109912664581,85.15988925256595,-81.16279243,0,2.29656065009154,193.34941744447357,3G,0,0,0
2023/5/8 17:20:26,Ashok Rajpath,25.67184137058761,85.00957231577853,-91.33077924,0,4.833017336608767,72.4517483132095,4G,-94.81406551,-97.94112971,-89.96116084
2023/5/8 17:23:33,Anandpuri,25.53274291253117,85.02058481823587,-86.91108759,0,1.875636593211239,151.0450234676244,LTE,-82.58623333,-95.01980804,-89.65940516
2023/5/8 17:26:41,Kumhrar,25.53387301775329,85.16262226410832,-87.29122401,0,2.174687502612223,156.8900272585202,LTE,-86.9580431,-92.36313266,-87.10195934
2023/5/8 17:29:48,Gandhi Maidan,25.547690354220716,85.28097795957142,-84.26996072,0,1.4620696004435272,196.95752884813925,LTE,-82.66819974,-93.2839814,-82.76701926
2023/5/8 17:32:55,Gandhi Maidan,25.477001715598398,85.17724332465416,-85.96452199,0,1.772563973219231,196.15792611591885,LTE,-86.63646324,-93.04365107,-83.29592439
2023/5/8 17:36:02,Patliputra Colony,25.7017981538479,85.07489360195534,-89.00536598,0,9.912276508411853,68.67443351727158,4G,-87.14817376,-95.89126162,-88.17987572
2023/5/8 17:39:09,Kankarbagh,25.43478764763611,85.16057129009613,-84.77961419,0,1.6043282832970982,184.33012733502105,LTE,-86.27972087,-93.63203138,-84.59899153
2023/5/8 17:42:17,S.K. Puri,25.476565819418614,85.27181489586292,-92.5376973,0,69.16051196641095,27.5531751786826,5G,-88.89252414,-101.8415248,-90.4629835
2023/5/8 17:45:24,Gandhi Maidan,25.525337318032918,85.11536857139374,-97.45959487,0,41.8762060118285,14.282953988613393,5G,-95.87383119,-107.3104223,-97.56467718
2023/5/8 17:48:31,Bankipore,25.733207479957127,85.14938899116648,-94.27004819,0,75.85292709592493,21.48522233013668,5G,-89.44274715,-100.8473495,-95.03316613
2023/5/8 17:51:38,Kidwaipuri,25.455342776923562,85.02684529460551,-106.7483593,0,70.95962199696115,18.737914863074824,5G,-108.0374132,-116.225325,-106.1659454
2023/5/8 17:54:45,Bankipore,25.640817545220088,85.24367240747262,-85.30340421,0,8.921086061238052,69.97999078963137,4G,-86.40563756,-92.54156435,-83.75944248
2023/5/8 17:57:53,Patliputra Colony,25.516458944848054,85.17738781709312,-82.23194135,0,2.8790809020612365,134.5869291855763,3G,0,0,0
2023/5/8 18:01:00,Patliputra Colony,25.650942898631975,85.18566390671022,-84.90427234,0,2.3072723101675425,175.93472407820315,3G,0,0,0
2023/5/8 18:04:07,Kumhrar,25.571490582042365,85.22115374597983,-97.61486323,0,57.162284487146366,18.244763130419187,5G,-94.23313651,-102.6163772,-98.68044217
2023/5/8 18:07:14,Exhibition Road,25.56319465048224,85.16367979506359,-90.96822735,0,1.6769866296572555,111.36849812683101,LTE,-87.14587384,-97.89108947,-89.1894475
2023/5/8 18:10:22,Ashok Rajpath,25.699826704151555,85.23866433170878,-93.301121,0,3.53187247677846,53.38131638188363,4G,-96.76991447,-102.5638662,-93.77709815
2023/5/8 18:13:29,Gardanibagh,25.5910097859606,85.3129410932555,-87.7609885,0,1.1073066174796558,108.35237050179468,LTE,-85.77537825,-96.80802519,-88.8612644
2023/5/8 18:16:36,Ashok Rajpath,25.71673101896868,85.24859894028714,-96.39826054,0,79.84899367209842,22.492825195011843,5G,-91.76547737,-101.4833145,-95.39748308
2023/5/8 18:19:43,Ashok Rajpath,25.629389932842717,84.98003842933925,-81.14226545,0,1.6108061669601137,110.59905484499586,3G,0,0,0
2023/5/8 18:22:50,Danapur,25.659504308320166,85.02899222090475,-92.80373639,0,8.091051993607849,72.3618967889136,4G,-90.40714345,-97.83278561,-94.22875851
2023/5/8 18:25:58,Pataliputra,25.622841799832923,85.05799792951392,-88.02273975,0,1.9389796628954192,131.9140748792193,3G,0,0,0
2023/5/8 18:29:05,Gandhi Maidan,25.66038570415297,85.18147220140561,-89.24534323,0,2.5286197177024095,174.20825609040782,3G,0,0,0
2023/5/8 18:32:12,Exhibition Road,25.5421613361057,85.25115566101083,-101.7147842,0,30.323896884959108,38.31620996693626,5G,-99.99912941,-111.101392,-103.2829359
2023/5/8 18:35:19,Anisabad,25.605339542387465,85.22976238842935,-90.35537786,0,65.63987423468674,43.385404950783524,5G,-90.32335808,-95.43044466,-87.5802284
2023/5/8 18:38:26,Anandpuri,25.489840586437683,85.26788203543525,-81.93318316,0,2.151486033789842,131.31160622335278,3G,0,0,0
2023/5/8 18:41:34,Kankarbagh,25.544434550370212,84.9789166259146,-91.44055521,0,1.392660447983121,195.25149056930928,LTE,-87.46920092,-101.2757692,-91.06878442
2023/5/8 18:44:41,Danapur,25.67622436501147,85.12201617847523,-88.52145412,0,2.0614811869237415,165.25707819374634,3G,0,0,0
2023/5/8 18:47:48,Bailey Road,25.630927490690347,85.09740057982023,-83.70643748,0,2.913117278161561,113.62586624281913,LTE,-78.9697135,-91.50154434,-80.98880714
2023/5/8 18:50:55,Kidwaipuri,25.72120024272028,85.03908908002805,-84.38930845,0,2.272399885411332,149.06641678167722,3G,0,0,0
2023/5/8 18:54:02,Gardanibagh,25.512656101480108,85.21821962879682,-89.01091012,0,1.1218508535373697,113.29045073713655,3G,0,0,0
2023/5/8 18:57:10,Kumhrar,25.6047421114857,85.18952158545518,-88.2649049,0,1.5655945658611066,140.27949407145493,3G,0,0,0
2023/5/8 19:00:17,Gardanibagh,25.75601338758786,85.15064721437894,-91.64492324,0,2.8353065918297333,101.32310707837046,LTE,-94.70526172,-99.53526191,-90.44059384
2023/5/8 19:03:24,Phulwari Sharif,25.64494577900331,85.24330220381987,-88.54842408,0,4.68245321198793,89.7447120225043,4G,-91.55993642,-97.30206566,-90.20347551
2023/5/8 19:06:31,Kumhrar,25.58107910611662,85.14538487289926,-84.26631328,0,1.0837186974783228,147.22302496019654,3G,0,0,0
2023/5/8 19:09:39,S.K. Puri,25.544444379421588,85.21613185057979,-93.48714833,0,13.089461673183296,28.445133972778454,5G,-94.62644503,-101.7891163,-94.49596666
2023/5/8 19:12:46,Pataliputra,25.556655383679264,85.28785921016735,-84.96098571,0,1.7168250594784091,180.59779120365033,3G,0,0,0
2023/5/8 19:15:53,Anisabad,25.61502593169295,85.21477402731439,-91.00240575,0,25.422131711316556,43.94795260918968,5G,-91.82035634,-100.3183959,-88.91211193
2023/5/8 19:19:00,Anisabad,25.609121251395564,85.22763783623444,-90.1258489,0,4.079503239420065,80.51350141541052,4G,-94.8625007,-96.58395812,-88.72444376
2023/5/8 19:22:07,Kumhrar,25.58942290479087,85.12334455823867,-94.3944207,0,14.499425575442483,49.55048550946507,5G,-97.8257574,-100.8040752,-94.19924047
2023/5/8 19:25:15,Bailey Road,25.69184461912677,85.06338988354571,-88.27029088,0,5.56842538750308,74.66915857045126,4G,-86.53899054,-95.35939143,-85.67410213
2023/5/8 19:28:22,Ashok Rajpath,25.529201631494114,85.28278352573759,-85.59435471,0,2.9380065243485864,179.2927612751995,3G,0,0,0
2023/5/8 19:31:29,Anisabad,25.725528179015598,85.20743591022534,-92.01545557,0,2.9648461327077618,101.04109866125158,LTE,-96.50348212,-97.84903573,-93.57694539
2023/5/8 19:34:36,Phulwari Sharif,25.611322972610584,85.08710766085026,-81.83750848,0,1.0445109890586983,147.82494884781144,3G,0,0,0
2023/5/8 19:37:43,Fraser Road,25.679144230153376,85.14077607914548,-98.71507535,0,61.97604785174763,27.43082591636893,5G,-94.24210571,-104.0340992,-98.32223162
2023/5/8 19:40:51,Boring Road,25.6663061121342,85.07906749251245,-87.70344756,0,2.7488280005254064,121.04839472536595,LTE,-91.94383672,-94.68557025,-87.8239424
2023/5/8 19:43:58,Kankarbagh,25.425562682040063,85.12576545978906,-97.61053496,0,97.8958991216223,42.79627193615502,5G,-94.14460139,-103.3066854,-96.89326292
2023/5/8 19:47:05,Exhibition Road,25.758189964356173,85.10198005262455,-89.33688771,0,69.00397923034171,14.00810139349256,5G,-85.68517785,-95.17655783,-87.81501183
2023/5/8 19:50:12,Gardanibagh,25.71435445602292,85.02786144340016,-90.07704302,0,2.710188073505696,173.76389760195238,LTE,-91.2941275,-95.10807404,-89.09943317
2023/5/8 19:53:19,Kidwaipuri,25.665519578803455,85.02393272550775,-96.31546956,0,6.768427060444683,63.70799467264136,4G,-97.85615685,-102.7868303,-95.80775945
2023/5/8 19:56:27,Gardanibagh,25.77364847780419,85.13805090868985,-85.15035373,0,2.806642298427123,139.25334440582066,LTE,-81.7095053,-92.43845355,-85.32686088
2023/5/8 19:59:34,Patliputra Colony,25.437330315353233,85.11992447683161,-93.46258618,0,2.7924552703421135,141.08567524425996,LTE,-91.35963146,-98.9170098,-91.41829343
2023/5/8 20:02:41,Gandhi Maidan,25.626402607339077,85.08598479595346,-79.82063088,0,1.1133896579412486,151.90487177268892,3G,0,0,0
2023/5/8 20:05:48,Rajendra Nagar,25.747254023363467,85.21190270250595,-85.6734969,0,27.118538341561663,40.921864622812116,5G,-87.36789479,-91.01261192,-85.60227371
2023/5/8 20:08:56,Kankarbagh,25.530582118014216,85.10422411576084,-94.0954979,0,1.8488525230529247,130.05023005338512,LTE,-93.17597607,-101.7328647,-95.31483355
2023/5/8 20:12:03,Bailey Road,25.47879896597144,85.16055317489601,-88.02846035,0,6.551569240723992,60.95107986548337,4G,-90.23219687,-96.43992033,-90.80035433
2023/5/8 20:15:10,Boring Canal Road,25.703548189069323,85.10574343622496,-81.7182557,0,2.9849893537921455,102.06886828420893,3G,0,0,0
2023/5/8 20:18:17,Gardanibagh,25.6223874817323,85.02000006660445,-91.24629104,0,95.73361047519055,29.99324610145328,5G,-93.71449471,-97.45255793,-92.22078429
2023/5/8 20:21:24,Rajendra Nagar,25.637620716102962,85.00248699351164,-107.671681,0,29.623955898219396,25.5413376302451,5G,-109.5590007,-114.1505956,-109.1104447
2023/5/8 20:24:32,Kidwaipuri,25.682444274065237,85.06338078109384,-85.62202659,0,3.8563768012072352,71.26921693071307,4G,-87.54227683,-93.64614134,-84.41014148
2023/5/8 20:27:39,Gandhi Maidan,25.495216453454233,85.20526154081003,-95.60962673,0,70.48225199079087,13.610110467328695,5G,-98.55420771,-104.6071414,-97.95907868
2023/5/8 20:30:46,Bankipore,25.570384998284418,85.11727883437504,-83.38676712,0,2.926009354261179,165.06117041312973,3G,0,0,0
2023/5/8 20:33:53,Gandhi Maidan,25.45553834891047,85.15568337815147,-99.49637898,0,16.8762495678609,34.83871846432275,5G,-101.101381,-105.8316593,-99.57811058
2023/5/8 20:37:00,Bailey Road,25.589828905420664,84.98481334771823,-89.46738189,0,8.632937997456946,85.2401825617038,4G,-92.02962011,-96.81609051,-89.13138954
2023/5/8 20:40:08,Pataliputra,25.679380030720992,85.21534973773745,-83.05470476,0,2.7160572137800703,190.2266425423485,LTE,-88.00007152,-91.56374754,-85.25115866
2023/5/8 20:43:15,Bankipore,25.43363829211338,85.08997545301114,-86.85863329,0,1.2124496321284841,132.94429645838667,LTE,-89.9650704,-96.74288239,-88.82038924
2023/5/8 20:46:22,Bankipore,25.50867332538262,85.25649208389402,-86.27258073,0,5.603687011290924,93.51389979838203,4G,-81.83034931,-94.00223192,-88.79548512
2023/5/8 20:49:29,Kumhrar,25.481881762240622,85.17074594946347,-86.61711717,0,30.383528453550717,37.98622627599791,5G,-91.32077897,-93.1639648,-86.87404985
2023/5/8 20:52:36,Pataliputra,25.599897194243262,85.16580658340791,-75.34904924,0,2.6341073772625827,165.03027023273145,3G,0,0,0
2023/5/8 20:55:44,Bailey Road,25.75089565803845,85.21957352117464,-80.89396902,0,2.0666788103127818,140.91969681929487,3G,0,0,0
2023/5/8 20:58:51,Ashok Rajpath,25.54015455657258,85.02077691109162,-88.53667777,0,4.940701279986479,64.33291593962696,4G,-87.51721615,-93.67394337,-85.81227246
2023/5/8 21:01:58,Fraser Road,25.455986696891543,85.05820955807236,-89.34826929,0,1.5828575757292231,101.98230433994623,LTE,-91.18424346,-94.42797086,-91.46721205
2023/5/8 21:05:05,Fraser Road,25.432866014551195,85.16886444323464,-85.44478741,0,1.3283446492615059,197.8616213124221,3G,0,0,0
2023/5/8 21:08:13,Boring Canal Road,25.648427997995565,85.07486603987716,-100.7578959,0,14.951234349293212,36.634069163944886,5G,-100.900698,-110.6980851,-103.0923517
2023/5/8 21:11:20,Boring Canal Road,25.694993512398497,85.14071187908704,-90.26540763,0,81.36034399039892,35.24632313505004,5G,-91.07814834,-98.31576982,-92.54791499
2023/5/8 21:14:27,Fraser Road,25.46406655057321,85.11021699868176,-89.31531871,0,8.206700219041354,92.16778878085749,4G,-87.6574231,-97.19983776,-91.9387854
2023/5/8 21:17:34,Exhibition Road,25.576555371481735,85.08457073655875,-88.97122927,0,5.230831525608641,53.41720765476948,4G,-84.95700763,-95.79694897,-90.72830228
2023/5/8 21:20:41,S.K. Puri,25.613007803298967,85.00143222603582,-90.95380163,0,2.0523035193132166,128.10206706385273,LTE,-95.80663829,-98.55654633,-93.17764779
2023/5/8 21:23:49,Gardanibagh,25.52738270275376,85.18565148015733,-82.67811289,0,2.4116735475334248,137.30625262330648,3G,0,0,0
2023/5/8 21:26:56,Bankipore,25.48796305047637,85.14139987684142,-84.18903626,0,2.8289058256740063,104.3263173628788,3G,0,0,0
